timestamp,soil_raw,temperature_c,humidity_pct,plant_id,soil_condition,irrigation_label,session_id,label_source
2026-01-15T15:00:00,308,31.0,70.4,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T15:10:00,333,31.4,73.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T15:20:00,341,31.6,73.8,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T15:30:00,371,30.3,74.1,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T15:40:00,359,30.7,71.4,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T15:50:00,382,30.2,66.5,DEMO_plant_1,wet,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:00:00,385,30.3,75.0,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:10:00,400,30.3,76.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:20:00,413,30.0,74.9,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:30:00,408,29.9,70.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:40:00,433,30.2,74.8,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T16:50:00,451,29.7,76.0,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:00:00,445,30.4,77.2,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:10:00,457,29.6,70.9,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:20:00,469,31.0,71.2,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:30:00,469,29.5,75.8,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:40:00,473,29.6,73.7,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T17:50:00,470,28.9,71.0,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:00:00,493,30.0,74.3,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:10:00,494,29.6,75.3,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:20:00,494,29.1,74.4,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:30:00,507,28.2,75.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:40:00,507,28.7,73.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T18:50:00,512,28.0,79.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:00:00,523,28.8,71.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:10:00,516,28.4,73.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:20:00,534,27.9,75.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:30:00,524,26.7,79.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:40:00,532,27.1,72.0,DEMO_plant_1,dry,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T19:50:00,551,27.5,72.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:00:00,549,27.5,69.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:10:00,546,27.3,76.4,DEMO_plant_1,dry,NO_WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:20:00,543,26.0,74.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:30:00,548,26.5,76.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:40:00,554,26.6,79.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T20:50:00,557,25.3,76.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:00:00,558,25.7,78.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:10:00,561,25.6,77.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:20:00,562,25.2,80.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:30:00,557,24.3,81.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:40:00,564,24.7,77.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T21:50:00,575,24.5,79.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:00:00,563,24.4,82.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:10:00,572,24.0,81.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:20:00,569,23.9,76.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:30:00,577,23.8,82.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:40:00,575,23.8,77.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T22:50:00,588,23.3,85.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:00:00,583,23.1,84.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:10:00,573,23.1,82.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:20:00,587,22.1,82.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:30:00,579,22.9,80.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:40:00,581,22.5,84.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-15T23:50:00,588,22.4,81.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:00:00,584,22.6,82.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:10:00,593,21.3,86.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:20:00,584,21.1,82.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:30:00,586,21.9,80.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:40:00,586,21.6,79.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
2026-01-16T00:50:00,587,21.6,79.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_08,synthetic_demo
