timestamp,soil_raw,temperature_c,humidity_pct,plant_id,soil_condition,irrigation_label,session_id,label_source
2026-01-01T07:00:00,307,25.1,81.4,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T07:10:00,304,25.3,79.7,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T07:20:00,323,25.1,83.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T07:30:00,345,25.2,75.2,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T07:40:00,355,26.0,75.9,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T07:50:00,369,25.7,75.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:00:00,376,25.5,77.2,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:10:00,397,25.8,73.9,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:20:00,407,26.1,79.6,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:30:00,413,26.9,76.1,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:40:00,428,26.9,72.3,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T08:50:00,434,27.4,73.1,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:00:00,434,27.2,77.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:10:00,450,27.6,78.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:20:00,449,28.0,81.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:30:00,468,27.9,84.3,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:40:00,469,28.4,76.2,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T09:50:00,475,28.1,72.3,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:00:00,478,28.5,68.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:10:00,496,28.7,75.4,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:20:00,493,28.6,72.3,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:30:00,497,29.4,72.4,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:40:00,503,29.2,72.1,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T10:50:00,513,29.6,73.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:00:00,517,30.0,76.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:10:00,521,30.2,73.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:20:00,526,30.5,72.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:30:00,540,30.3,69.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:40:00,528,30.4,67.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T11:50:00,531,30.7,70.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:00:00,533,30.2,72.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:10:00,545,30.4,77.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:20:00,551,30.6,72.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:30:00,547,30.9,74.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:40:00,545,31.6,69.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T12:50:00,548,31.2,68.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:00:00,559,31.5,68.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:10:00,562,32.3,68.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:20:00,563,31.7,77.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:30:00,558,32.2,67.9,DEMO_plant_1,dry,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:40:00,566,31.6,73.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T13:50:00,567,32.0,67.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:00:00,569,31.8,73.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:10:00,575,32.1,71.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:20:00,573,32.6,69.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:30:00,577,31.6,71.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:40:00,575,32.5,68.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T14:50:00,578,32.4,71.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:00:00,581,32.1,69.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:10:00,570,31.7,67.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:20:00,578,32.3,66.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:30:00,578,32.1,71.0,DEMO_plant_1,dry,NO_WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:40:00,578,32.3,74.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T15:50:00,582,32.2,70.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:00:00,593,32.8,69.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:10:00,580,32.0,71.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:20:00,592,31.6,75.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:30:00,577,32.0,71.2,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:40:00,586,31.9,69.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
2026-01-01T16:50:00,590,32.3,73.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_01,synthetic_demo
