timestamp,soil_raw,temperature_c,humidity_pct,plant_id,soil_condition,irrigation_label,session_id,label_source
2026-01-09T15:00:00,323,30.5,74.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T15:10:00,344,30.9,71.0,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T15:20:00,350,31.0,70.0,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T15:30:00,358,30.6,72.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T15:40:00,369,30.3,75.1,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T15:50:00,380,30.6,72.8,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:00:00,391,30.1,70.9,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:10:00,389,30.3,76.3,DEMO_plant_1,wet,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:20:00,397,30.6,77.0,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:30:00,417,29.9,74.6,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:40:00,415,30.4,75.5,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T16:50:00,416,30.2,76.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:00:00,434,29.5,77.0,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:10:00,440,30.1,74.7,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:20:00,434,29.9,74.9,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:30:00,450,29.5,75.1,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:40:00,458,29.1,70.8,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T17:50:00,461,28.9,76.5,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:00:00,467,28.9,70.3,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:10:00,459,29.1,71.7,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:20:00,474,28.4,78.9,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:30:00,474,28.7,77.0,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:40:00,477,27.9,80.0,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T18:50:00,489,28.1,74.4,DEMO_plant_1,moist,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:00:00,496,28.1,71.9,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:10:00,501,28.8,73.7,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:20:00,501,27.1,76.8,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:30:00,496,28.0,75.6,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:40:00,501,27.3,79.6,DEMO_plant_1,moist,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T19:50:00,507,27.2,75.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:00:00,505,26.9,77.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:10:00,508,26.8,73.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:20:00,514,26.3,78.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:30:00,511,26.8,76.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:40:00,509,25.8,75.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T20:50:00,513,26.2,76.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:00:00,521,25.3,78.1,DEMO_plant_1,dry,NO_WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:10:00,519,25.3,77.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:20:00,523,24.7,84.7,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:30:00,527,25.1,78.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:40:00,522,25.2,78.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T21:50:00,530,24.4,73.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:00:00,529,24.2,77.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:10:00,521,23.6,79.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:20:00,538,23.7,78.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:30:00,528,23.0,85.6,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:40:00,522,23.1,80.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T22:50:00,527,23.3,84.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:00:00,528,23.6,80.9,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:10:00,535,24.0,80.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:20:00,534,22.4,81.8,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:30:00,535,23.1,81.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:40:00,541,22.4,87.3,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-09T23:50:00,540,22.1,75.5,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:00:00,541,22.2,76.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:10:00,542,21.9,81.1,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:20:00,544,21.7,83.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:30:00,529,21.4,85.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:40:00,540,20.9,85.4,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
2026-01-10T00:50:00,529,20.7,83.0,DEMO_plant_1,dry,WATER,DEMO_SYNTHETIC_session_05,synthetic_demo
